Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
Holdfast: Nations at War,2.5,6,60,104.5,1536,4096,1375,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2017-09-21
Industries of Titan,3,6,84,101,2048,4096,1451,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-01
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,6,6,104.5,104.5,4096,8192,1751.5,1625.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-08-07
Mad Machines,5,5,74.5,65,1024,2048,1150,1576,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-02-28
Naked and Afraid: The Game,2,6,65,65,1536,4096,1313,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-01
Outer Wilds,4,6,110,80,1024,5120,1025.5,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-05-30
Outer Wilds: Echoes of the Eye,4,6,110,80,1024,5120,1025.5,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-09-28
Paranoia: Happiness is Mandatory,4,5,110,80,1024,5120,1150,1876,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-11-14
Police Simulator: Patrol Duty,4,4,88.5,74.5,2048,3584,1351,1626.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-06-18
P��O��L��L��E��N,3,6,95,101,2048,4096,1225,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,9 GB,9 ,2016-04-20
RBI Baseball 20,2,4,72.5,127.5,512,2048,946.5,1125.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-03-17
Realpolitiks II,2,3,65,65,2048,4096,1451,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-11-18
Streets of Rage 4,3,4,95,104.5,1024,1536,1050,1451.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,10 GB,10 ,2020-04-30
Tank Mechanic Simulator,3,6,90,65,1664,4096,1287.5,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,12 GB,12 ,2020-02-20
The Feud: Wild West Tactics,2,4,65,110,192,1024,800,1000.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,12 GB,12 ,2020-07-23
The Spectrum Retreat,4,6,75,104.5,2048,7168,1550,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2018-07-10
Total Lockdown,3,4,86,80,1536,2560,1008,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,10 GB,10 ,2020-03-25
Trucker's Dynasty - Cuba Libre,2,4,65,110,1536,6144,1101,1626.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-01
Two Worlds 2: Shattered Embrace,2,4,65,85,512,2048,1013,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-12-06
Ultimate Summer,5,4,110,74.5,2048,4096,1451,1751.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-15
Adam - Lost Memories,3,5,59,110,2048,4096,1187.5,1751.5,4 GB,4 ,8 GB,8 ,Windows Vista 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-08-10
Ortharion Project,4,5,85,95,1024,2048,1187.5,1564,4 GB,4 ,8 GB,8 ,Windows Vista 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-12-20
Farmer's Dynasty,2,3,80,84,1536,2048,1075,1576.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 32-bit,8 GB,8 ,8 GB,8 ,2017-12-17
Commandos 2: HD Remaster,3,6,74.5,104.5,1664,7168,1100,2001,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2020-01-24
Conarium,4,6,74.5,154,1280,2048,1062,1576.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2017-06-06
Escape from Tarkov,2,6,65,110,1472,1792,1062,1162,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2016-08-04
The Shattering,3,6,80,89.5,2048,7168,1375,2000.5,6 GB,6 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-04-21
Black Legend,4,5,110,93,1792,2816,1101,1338.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-03-25
Chroma: Bloom And Blight,5,5,95,95,2048,2560,1351,1376,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,10 GB,10 ,2021-01-28
Dark Souls Remastered,5,6,95,104.5,1024,2048,1026,1351,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2018-05-25
Mutant Year Zero: Road to Eden,4,5,110,93,1792,4096,1101,1751.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2018-12-04
Mutant Year Zero: Road to Eden - Seed of Evil,4,5,110,93,1792,4096,1101,1751.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-07-30
Next Day: Survival,3,5,74.5,95,1024,2048,533.5,1487.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2017-07-20
The Culling 2,6,6,101,148.5,1024,2560,1125,1376,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2018-07-10
The Skies,3,4,99,95,2048,2560,1351,1376,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,10 GB,10 ,2016-04-16
Travis Strikes Again: No More Heroes Complete Edition,6,5,95,93,2048,4096,1487.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2019-10-17
Google Earth VR,6,6,80,142.5,4096,4096,1126.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2016-11-16
Nickelodeon Kart Racers 2: Grand Prix,4,7,65,65,4096,7168,1751,2001,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-12-01
Noch,6,6,89.5,89.5,7168,7168,2001,2001,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-07
One Punch Man: A Hero Nobody Knows,6,6,95,95,1664,2048,1162.5,1626,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,0,#VALUE!,2020-02-27
Republique VR,3,4,86,74.5,3072,7168,1501.5,2001,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-06-15
V1RUZ,4,4,74.5,74.5,4096,4096,1751.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-07-01
Farm Manager 2021,6,6,110,110,4096,7168,1826,2000.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-04-29
Farm Manager 2021: Prologue,7,7,95,110,4096,7168,1826,2000.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-01-14
Override 2: Super Mech League,4,4,80,80,2048,2048,1351,1351,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-12-22
P.A.M.E.L.A.,6,6,105,104.5,1024,6144,1037.5,1751.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2017-03-09
R��ki,5,5,95,95,1024,1024,1112.5,1112.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-07-23
SOS,2,6,80,104.5,2048,6144,1351,1626.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2018-01-23
Tribes of Midgard,5,5,95,95,1024,8192,1063,2001,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2021-07-27
Warhammer 40000: Mechanicus,3,6,80,101,2560,3072,1438.5,1564,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2018-11-15
We Happy Few - Lightbearer,2.5,4,80,95,1024,2048,1050,1351,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-07-30
We Happy Few - They Came From Below,2.5,4,80,95,1024,2048,1050,1351,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-04-04
Guardians of Middle-Earth,2,3,65,69,1024,1024,900,1000,2 GB,2 ,6 GB,6 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-08-29
Overcooked! All You Can Eat,3.5,4,100,103.5,1024,2048,1026,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2021-03-23
Postal 4: No Regerts,2.5,4,60,103.5,2048,2048,1012.5,1487.5,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2019-10-14
Nancy Drew: Midnight in Salem,3,5,65,110,768,2048,899,900,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-12-03
Praey for the Gods,4,6,110,101,2048,3072,1351,1501,6 GB,6 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2019-01-31
Pro Evolution Soccer 2014,2,3,65,84,768,768,649,900,1 GB,1 ,4 GB,4 ,Windows Vista 32-bit,Windows Vista 32-bit,8 GB,8 ,8 GB,8 ,2013-09-19
Gigantic,2,2,65,72.5,192,512,372.5,1013,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,12 GB,12 ,2017-07-20
Heroes Evolved,2,2,65,72.5,192,512,372.5,1013,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,12 GB,12 ,2017-01-30
League of Legends,2,2,65,72.5,192,512,372.5,1013,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,12 GB,12 ,2009-10-27
War Thunder,1,2,64,65,256,1024,830,950,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-08-15
Rambo,2,3,65,86.5,128,2048,600,1312.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 64-bit,8 GB,8 ,10 GB,10 ,2014-02-21
Rise of Flight: Channel Battles Edition,2,5,87.5,80,512,1024,1013,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 64-bit,8 GB,8 ,10 GB,10 ,2013-09-05
7554,1,4,73.5,112.5,384,512,750,450,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2012-02-20
Top Gun: Hard Lock,2,2,45,65,640,512,849,993,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2012-04-05
Deadly Premonition,2,3,65,90,768,960,450,987,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows Vista 32-bit,8 GB,8 ,8 GB,8 ,2013-10-29
Warface 2017: T��rkiye,2,2,60,80,384,768,750,1013,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 8 64-bit,8 GB,8 ,10 GB,10 ,2017-10-22
Guardians of Orion,2,4,60,110,1024,1536,851,1101,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 8 64-bit,8 GB,8 ,8 GB,8 ,2015-12-01
Digimon Masters Online,1.5,2,78.5,65,320,640,550,725,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2016-11-03
Super Mega Baseball 2,2,3,65,90,768,1536,450,1225,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2018-05-01
Alan Wake,2,4,65,100,128,1024,330,1121,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2012-03-02
Alan Wakes American Nightmare,2,4,65,100,128,1024,330,1121,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2012-05-22
Civilization: Beyond Earth,2,4,65,85,1152,1024,850,1026,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-10-24
Civilization: Beyond Earth - Rising Tide,2,4,65,85,384,1024,850,1026,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-10-09
Master of Orion,2,3,65,99,256,768,325,826,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2016-08-25
Shift Happens,3,5,50,104.5,1280,2048,650,1487.5,2 GB,2 ,4 GB,4 ,Windows Vista 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2017-02-22
Citadels,2,3,65,77.5,256,1024,830,1187.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-07-25
Civilization Online,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-01-01
DOTA 2,1,2,73.5,65,256,384,627.5,750,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-07-10
Falling Skies: The Game,2,3,65,90,768,2048,795,900,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-09-30
Haunted House 2015,2,4,65,95,640,2048,915.5,1250,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-11-25
NASCAR 14,2,4,77,110,768,960,850,1099.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-02-18
NASCAR The Game 2013,2,4,77,110,768,960,850,1099.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-07-24
Orion: Dino Horde,2,4,65,100,640,1024,950,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-04-15
Project Phoenix,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-01-01
Resident Evil: Operation Raccoon City,2,4,65,110,512,1536,1000,1125.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2012-05-18
Resident Evil: Revelations,2,4,65,95,288,1536,811,1125.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-05-24
Shadow Warrior 2013,2,2,65,65,768,1024,950,975,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-09-26
Star Trek,2,4,65,100,512,1024,828,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2013-04-26
The Settlers 7: Paths to a Kingdom,1,2,66.5,65,384,1024,900,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2010-03-23
The Talos Principle,2,4,65,95,128,1280,200,1062,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-12-11
The Talos Principle 2,2,4,65,95,128,1280,200,1062,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2021-01-01
The Talos Principle: Road to Gehenna,2,4,65,95,128,1280,200,1062,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-07-23
Two Worlds 2,1,2,66.5,65,512,640,1013,850,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2011-02-04
Archlord 2,2,4,77,100,1280,1024,1075,1001,2 GB,2 ,4 GB,4 ,Windows XP 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-12-31
Civilization V,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-09-24
Civilization V - Americas,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-01
Civilization V - Asia,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-01
Civilization V - Babylon,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-10-25
Civilization V - Denmark - The Vikings,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2011-03-03
Civilization V - Explorer���s Map Pack,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2011-05-03
Civilization V - Korea,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-16
Civilization V - Mediterranean,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-01
Civilization V - Mesopotamia,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-01
Civilization V - Spain and Inca,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2010-12-16
Civilization V - Wonders of the Ancient World,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2011-08-11
Civilization V: Brave New World,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2013-07-12
Civilization V: Scrambled Continents,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2013-10-15
Civilization V: Scrambled Nations,2,4,65,100,256,512,600,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2013-11-05
Tactical Intervention,2,4,65,115,256,256,750,450,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,8 GB,8 ,8 GB,8 ,2013-03-23
Riddle Joker,2,4,65,85,768,768,899,899,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-12-18
Effie,6,6,95,95,1024,2560,1187.5,1626,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,12 GB,12 ,2020-01-28
Trials Fusion,3,4,84,95,1536,1024,1074.5,1425,3 GB,3 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-04-24
Blood Bowl 2,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Blood Bowl 2: Lizardmen,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Blood Bowl 2: Necromantic,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Blood Bowl 2: Norse,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Blood Bowl 2: Undead,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Blood Bowl 2: Wood Elves,2,4,55,100,960,1024,999.5,1375,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-09-22
Orion: Prelude,2,3,65,90,768,2048,450,900,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2012-05-04
Styx: Master of Shadows,2,4,65,100,1024,2048,1000.5,1487.5,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2014-10-07
Ori and the Blind Forest,2,5,65,95,1024,1024,925,1112.5,4 GB,4 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2015-03-11
Night in the Woods,1,2,65.5,65,320,640,550,725,4 GB,4 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2017-02-21
Ginger: Beyond The Crystal,2,3,72.5,75,768,1024,925,1112.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2016-10-25
Unravel,2,3,72.5,75,768,1024,925,1112.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2016-02-09
Unravel 2,2,3,72.5,75,768,1024,925,1112.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2018-06-09
Mordheim: City Of The Damned,2,6,65,110,1536,2048,1001,1451,4 GB,4 ,4 GB,4 ,Windows Vista 64-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2015-11-19
Paycheck: City RPG,2,3,65,65,512,1024,850,1187.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-02-07
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,4,4,110,65,1024,3584,975,1876,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2020-09-17
RuneScape 3,3,3,65,65,1280,1024,716.5,1187.5,4 GB,4 ,4 GB,4 ,Windows Vista 64-bit,Windows 10 64-bit,8 GB,8 ,8 GB,8 ,2013-07-22
Call of Juarez: The Cartel,2,2,65,72.5,384,704,865,949.5,1 GB,1 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2011-09-16
Prince of Persia: The Forgotten Sands,2,2,65,65,384,384,450,750,1 GB,1 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2010-06-08
Pro Evolution Soccer 2013,1.5,2,70,65,768,768,649,770,1 GB,1 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2012-09-21
Assassins Creed 2,2,2,65,77,384,512,650,1013,1.5 GB,1.5 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2010-03-05
Assassins Creed: Brotherhood,2,2,65,77,384,512,650,1013,1.5 GB,1.5 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2011-03-18
Phantasy Star Online 2,2,2,65,65,128,1024,250,1050,1.5 GB,1.5 ,3 GB,3 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2020-08-05
Phantasy Star Online 2 New Genesis,2,2,65,65,128,1024,250,1050,1.5 GB,1.5 ,3 GB,3 ,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 ,8 GB,8 ,2021-06-09
Brink,2,3,65,84,448,896,800,950,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2011-05-13
Orion: Dino Beatdown,2,4,65,100,128,768,250,864,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2012-05-04
Red Orchestra 2: Heroes of Stalingrad,2.5,4,80,95,512,704,839,1074.5,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 ,8 GB,8 ,2011-09-13
