CPU,Codename,Min_Cores,Max_Cores,Clock,Min_Clock,Min_Clock(MHz),Max_Clock,Max_Clock(MHz),Size,Socket,Process,Process(NM),TDP(Watts),Release
Xeon E7-8860,Westmere-EX,10,20,2.276 to 2.667 GHz,2.276,2276,2.667,2667,GHz,Socket 1567,32 nm,32 ,130,"Apr 3rd, 2011"
Xeon E7-8850,Westmere-EX,10,20,2 to 2.4 GHz,2,2000,2.4,2400,GHz,Socket 1567,32 nm,32 ,130,"Apr 3rd, 2011"
Xeon E7-4850 v3,Haswell-EX,14,28,2.2 to 2.8 GHz,2.2,2200,2.8,2800,GHz,Socket 2011-3,22 nm,22 ,115,"Jun 1st, 2015"
Xeon E7-4830 v3,Haswell-EX,12,24,2.1 to 2.7 GHz,2.1,2100,2.7,2700,GHz,Socket 2011-3,22 nm,22 ,115,"Jun 1st, 2015"
Xeon E7-4820 v3,Haswell-EX,10,20,1900 MHz,1900,1900,1900,1900,MHz,Socket 2011-1,22 nm,22 ,115,"Jun 1st, 2015"
Xeon E7-4809 v3,Haswell-EX,8,16,2000 MHz,2000,2000,2000,2000,MHz,Socket 2011-1,22 nm,22 ,115,"Jun 1st, 2015"
Xeon E5649,Westmere-EP,6,12,2.533 to 2.8 GHz,2.533,2533,2.8,2800,GHz,Socket 1366,32 nm,32 ,80,"Feb 14th, 2011"
Xeon E5645,Westmere-EP,6,12,2.4 to 2.666 GHz,2.4,2400,2.666,2666,GHz,Socket 1366,32 nm,32 ,80,"Mar 16th, 2010"
Xeon E5640,Westmere-EP,4,8,2.666 to 2.933 GHz,2.666,2666,2.933,2933,GHz,Socket 1366,32 nm,32 ,80,"Mar 16th, 2010"
Xeon E5630,Westmere-EP,4,8,2.533 to 2.8 GHz,2.533,2533,2.8,2800,GHz,Socket 1366,32 nm,32 ,80,"Mar 16th, 2010"
Xeon E5620,Westmere-EP,4,8,2.4 to 2.666 GHz,2.4,2400,2.666,2666,GHz,Socket 1366,32 nm,32 ,80,"Mar 16th, 2010"
Xeon E5607,Westmere-EP,4,4,2.266 GHz,2.266,2266,2.266,2266,GHz,Socket 1366,32 nm,32 ,80,"Feb 14th, 2011"
Xeon E5606,Westmere-EP,4,4,2.133 GHz,2.133,2133,2.133,2133,GHz,Socket 1366,32 nm,32 ,80,"Feb 14th, 2011"
Xeon E5603,Westmere-EP,4,4,1600 MHz,1600,1600,1600,1600,MHz,Socket 1366,32 nm,32 ,80,"Feb 14th, 2011"
Xeon E5507,Gainestown,4,4,2.266 GHz,2.266,2266,2.266,2266,GHz,Socket 1366,45 nm,45 ,80,"Mar 16th, 2010"
Xeon E5503,Gainestown,2,2,2000 MHz,2000,2000,2000,2000,MHz,Socket 1366,45 nm,45 ,80,"Mar 16th, 2010"
Xeon E5502,Gainestown,2,2,1866 MHz,1866,1866,1866,1866,MHz,Socket 1366,45 nm,45 ,80,"Mar 30th, 2009"
Xeon E5-4669 V3,Haswell-EP,18,36,2.1 to 2.9 GHz,2.1,2100,2.9,2900,GHz,Socket 2011-3,22 nm,22 ,135,"Jun 1st, 2015"
Xeon E5-4667 V3,Haswell-EP,16,32,2 to 2.9 GHz,2,2000,2.9,2900,GHz,Socket 2011-3,22 nm,22 ,135,"Jun 1st, 2015"
Xeon E5-4660 V3,Haswell-EP,14,28,2.1 to 2.9 GHz,2.1,2100,2.9,2900,GHz,Socket 2011-3,22 nm,22 ,120,"Jun 1st, 2015"
Xeon E5-4655 V3,Haswell-EP,6,12,2.9 to 3.2 GHz,2.9,2900,3.2,3200,GHz,Socket 2011-3,22 nm,22 ,135,"Jun 1st, 2015"
Xeon E5-4650L,Sandy Bridge-EP,8,16,2.6 to 3.1 GHz,2.6,2600,3.1,3100,GHz,Socket 2011,32 nm,32 ,115,"May 14th, 2012"
Xeon E5-4650 V3,Haswell-EP,12,24,2.1 to 2.8 GHz,2.1,2100,2.8,2800,GHz,Socket 2011-3,22 nm,22 ,105,"Jun 1st, 2015"
Xeon E5-4650,Sandy Bridge-EP,8,16,2.7 to 3.3 GHz,2.7,2700,3.3,3300,GHz,Socket 2011,32 nm,32 ,130,"May 14th, 2012"
Xeon E5-4648 V3,Haswell-EP,12,24,1.7 to 2.2 GHz,1.7,1700,2.2,2200,GHz,Socket 2011-3,22 nm,22 ,105,"Jun 1st, 2015"
Xeon E5-4640 V3,Haswell-EP,12,24,1.9 to 2.6 GHz,1.9,1900,2.6,2600,GHz,Socket 2011-3,22 nm,22 ,105,"Jun 1st, 2015"
Xeon E5-4640,Sandy Bridge-EP,8,16,2.4 to 2.8 GHz,2.4,2400,2.8,2800,GHz,Socket 2011,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-4627 V3,Haswell-EP,10,20,2.6 to 3.2 GHz,2.6,2600,3.2,3200,GHz,Socket 2011-3,22 nm,22 ,135,"Jun 1st, 2015"
Xeon E5-4620 V3,Haswell-EP,10,20,2 to 2.6 GHz,2,2000,2.6,2600,GHz,Socket 2011-3,22 nm,22 ,105,"Jun 1st, 2015"
Xeon E5-4620,Sandy Bridge-EP,8,16,2.7 to 2.6 GHz,2.7,2700,2.6,2600,GHz,Socket 2011,32 nm,32 ,130,"May 14th, 2012"
Xeon E5-4617,Sandy Bridge-EP,6,12,2.9 to 3.4 GHz,2.9,2900,3.4,3400,GHz,Socket 2011,32 nm,32 ,130,"May 14th, 2012"
Xeon E5-4610 V3,Haswell-EP,10,20,1700 MHz,1700,1700,1700,1700,MHz,Socket 2011-3,22 nm,22 ,105,"Jun 1st, 2015"
Xeon E5-4610,Sandy Bridge-EP,6,12,2.4 to 2.9 GHz,2.4,2400,2.9,2900,GHz,Socket 2011,32 nm,32 ,130,"May 14th, 2012"
Xeon E5-4607,Sandy Bridge-EP,6,12,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 2011,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-4603,Sandy Bridge-EP,4,8,2000 MHz,2000,2000,2000,2000,MHz,Socket 2011,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2699 V3,Haswell-EP,18,36,2.3 to 3.6 GHz,2.3,2300,3.6,3600,GHz,Socket 2011-3,22 nm,22 ,145,"Sep 8th, 2014"
Xeon E5-2698B V3,Haswell-EP,16,32,2 to 3.4 GHz,2,2000,3.4,3400,GHz,Socket 2011-3,22 nm,22 ,135,Jan 2015
Xeon E5-2698A V3,Haswell-EP,16,32,2.8 to 3.2 GHz,2.8,2800,3.2,3200,GHz,Socket 2011-3,22 nm,22 ,165,"Nov 18th, 2014"
Xeon E5-2698 V3,Haswell-EP,16,32,2.3 to 3.6 GHz,2.3,2300,3.6,3600,GHz,Socket 2011-3,22 nm,22 ,135,"Sep 8th, 2014"
Xeon E5-2697 V3,Haswell-EP,14,28,2.6 to 3.6 GHz,2.6,2600,3.6,3600,GHz,Socket 2011-3,22 nm,22 ,145,"Sep 8th, 2014"
Xeon E5-2697 v2,Ivy Bridge-EP,12,24,2.7 to 3.5 GHz,2.7,2700,3.5,3500,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2696 V3,Haswell-EP,18,36,2.3 to 3.8 GHz,2.3,2300,3.8,3800,GHz,Socket 2011-3,22 nm,22 ,145,"Sep 8th, 2014"
Xeon E5-2695 V3,Haswell-EP,14,28,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2695 v2,Ivy Bridge-EP,12,24,2.4 to 3.2 GHz,2.4,2400,3.2,3200,GHz,Socket 2011,22 nm,22 ,115,"Sep 1st, 2013"
Xeon E5-2693 V3,Haswell-EP,12,24,2.8 to 3.4 GHz,2.8,2800,3.4,3400,GHz,Socket 2011-3,22 nm,22 ,160,Never Released
Xeon E5-2692 V3,Haswell-EP,12,24,3 to 3.6 GHz,3,3000,3.6,3600,GHz,Socket 2011-3,22 nm,22 ,165,"Sep 8th, 2014"
Xeon E5-2692 v2,Ivy Bridge-EP,12,24,2.2 to 3 GHz,2.2,2200,3,3000,GHz,Socket 2011,22 nm,22 ,100,"Sep 1st, 2013"
Xeon E5-2690 V3,Haswell-EP,12,24,2.6 to 3.5 GHz,2.6,2600,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,135,"Sep 8th, 2014"
Xeon E5-2690 v2,Ivy Bridge-EP,10,20,3 to 3.8 GHz,3,3000,3.8,3800,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2690,Sandy Bridge-EP,8,16,2.9 to 3.8 GHz,2.9,2900,3.8,3800,GHz,Socket 2011,32 nm,32 ,135,"Mar 6th, 2012"
Xeon E5-2687W V3,Haswell-EP,10,20,3.1 to 3.5 GHz,3.1,3100,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,160,"Sep 8th, 2014"
Xeon E5-2687W v2,Ivy Bridge-EP,8,16,3.4 to 4 GHz,3.4,3400,4,4000,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2687W,Sandy Bridge-EP,8,16,3.1 to 3.8 GHz,3.1,3100,3.8,3800,GHz,Socket 2011,32 nm,32 ,150,"Mar 6th, 2012"
Xeon E5-2686 V3,Haswell-EP,18,36,2 to 3.5 GHz,2,2000,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2685 V3,Haswell-EP,12,12,2.6 to 3.3 GHz,2.6,2600,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2683 V3,Haswell-EP,14,28,2 to 3 GHz,2,2000,3,3000,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2680 V3,Haswell-EP,12,24,2.5 to 3.3 GHz,2.5,2500,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2680 v2,Ivy Bridge-EP,10,20,2.8 to 3.6 GHz,2.8,2800,3.6,3600,GHz,Socket 2011,22 nm,22 ,115,"Sep 1st, 2013"
Xeon E5-2680,Sandy Bridge-EP,8,16,2.7 to 3.5 GHz,2.7,2700,3.5,3500,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-2678 V3,Haswell-EP,12,24,2.5 to 3.3 GHz,2.5,2500,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,120,2015
Xeon E5-2676 V3,Haswell-EP,12,24,2.4 to 3 GHz,2.4,2400,3,3000,GHz,Socket 2011-3,22 nm,22 ,120,Jun 2015
Xeon E5-2675 V3,Haswell-EP,16,32,1.8 to 2.3 GHz,1.8,1800,2.3,2300,GHz,Socket 2011-3,22 nm,22 ,110,"Sep 8th, 2014"
Xeon E5-2673 V3,Haswell-EP,12,24,2.4 to 3.1 GHz,2.4,2400,3.1,3100,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2670 V3,Haswell-EP,12,24,2.3 to 3.1 GHz,2.3,2300,3.1,3100,GHz,Socket 2011-3,22 nm,22 ,120,"Sep 8th, 2014"
Xeon E5-2670 v2,Ivy Bridge-EP,10,20,2.5 to 3.3 GHz,2.5,2500,3.3,3300,GHz,Socket 2011,22 nm,22 ,115,"Sep 1st, 2013"
Xeon E5-2670,Sandy Bridge-EP,8,16,2.6 to 3.3 GHz,2.6,2600,3.3,3300,GHz,Socket 2011,32 nm,32 ,115,"Mar 6th, 2012"
Xeon E5-2669 V3,Haswell-EP,12,24,2.3 to 3.1 GHz,2.3,2300,3.1,3100,GHz,Socket 2011-3,22 nm,22 ,120,2015
Xeon E5-2667 v2,Ivy Bridge-EP,8,16,3.3 GHz,3.3,3300,3.3,3300,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2667,Sandy Bridge-EP,6,12,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-2666 V3,Haswell-EP,10,20,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,135,"Nov 13th, 2014"
Xeon E5-2665,Sandy Bridge-EP,8,16,2.4 to 3.1 GHz,2.4,2400,3.1,3100,GHz,Socket 2011,32 nm,32 ,115,"Mar 6th, 2012"
Xeon E5-2663 V3,Haswell-EP,10,20,2.8 to 3.5 GHz,2.8,2800,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2660 V3,Haswell-EP,10,20,2.6 to 3.3 GHz,2.6,2600,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2660 v2,Ivy Bridge-EP,10,20,2.2 to 3 GHz,2.2,2200,3,3000,GHz,Socket 2011,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2660,Sandy Bridge-EP,8,16,2.2 to 3 GHz,2.2,2200,3,3000,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2658A V3,Haswell-EP,12,24,2.2 to 2.9 GHz,2.2,2200,2.9,2900,GHz,Socket 2011-3,22 nm,22 ,105,2015
Xeon E5-2658 V3,Haswell-EP,12,24,2.2 to 2.9 GHz,2.2,2200,2.9,2900,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2658,Sandy Bridge-EP,8,16,2.1 to 2.4 GHz,2.1,2100,2.4,2400,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2652 V3,Haswell-EP,10,20,2.3 to 2.8 GHz,2.3,2300,2.8,2800,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2650L V3,Haswell-EP,12,24,1.8 to 2.5 GHz,1.8,1800,2.5,2500,GHz,Socket 2011-3,22 nm,22 ,65,"Sep 8th, 2014"
Xeon E5-2650L v2,Ivy Bridge-EP,10,20,1700 MHz,1700,1700,1700,1700,MHz,Socket 2011,22 nm,22 ,70,"Sep 1st, 2013"
Xeon E5-2650L,Sandy Bridge-EP,8,16,1.8 to 2.3 GHz,1.8,1800,2.3,2300,GHz,Socket 2011,32 nm,32 ,70,"Mar 6th, 2012"
Xeon E5-2650 V3,Haswell-EP,10,20,2.3 to 3 GHz,2.3,2300,3,3000,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2650 v2,Ivy Bridge-EP,8,16,2.6 to 3.4 GHz,2.6,2600,3.4,3400,GHz,Socket 2011,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2650,Sandy Bridge-EP,8,16,2 to 2.8 GHz,2,2000,2.8,2800,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2649 V3,Haswell-EP,10,20,2.3 to 3 GHz,2.3,2300,3,3000,GHz,Socket 2011-3,22 nm,22 ,105,"Sep 8th, 2014"
Xeon E5-2648L V3,Haswell-EP,12,24,1.8 to 2.5 GHz,1.8,1800,2.5,2500,GHz,Socket 2011-3,22 nm,22 ,75,"Sep 8th, 2014"
Xeon E5-2648L,Sandy Bridge-EP,8,16,1.8 to 2.3 GHz,1.8,1800,2.3,2300,GHz,Socket 2011,32 nm,32 ,70,"Mar 6th, 2012"
Xeon E5-2643 v2,Ivy Bridge-EP,6,12,3.5 GHz,3.5,3500,3.5,3500,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2643,Sandy Bridge-EP,4,8,3.3 to 3.5 GHz,3.3,3300,3.5,3500,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-2640 v2,Ivy Bridge-EP,8,16,2000 MHz,2000,2000,2000,2000,MHz,Socket 2011,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2640,Sandy Bridge-EP,6,12,2.5 to 3 GHz,2.5,2500,3,3000,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2637 v2,Ivy Bridge-EP,4,8,3.5 GHz,3.5,3500,3.5,3500,GHz,Socket 2011,22 nm,22 ,130,"Sep 1st, 2013"
Xeon E5-2637,Sandy Bridge-EP,2,4,3 to 3.5 GHz,3,3000,3.5,3500,GHz,Socket 2011,32 nm,32 ,80,"Mar 6th, 2012"
Xeon E5-2630L v2,Ivy Bridge-EP,6,12,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 2011,22 nm,22 ,60,"Sep 1st, 2013"
Xeon E5-2630L,Sandy Bridge-EP,6,12,2 to 2.5 GHz,2,2000,2.5,2500,GHz,Socket 2011,32 nm,32 ,60,"Mar 6th, 2012"
Xeon E5-2630 v2,Ivy Bridge-EP,6,12,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 2011,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2630,Sandy Bridge-EP,6,12,2.3 to 2.8 GHz,2.3,2300,2.8,2800,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2628L V3,Haswell-EP,10,20,2 to 2.5 GHz,2,2000,2.5,2500,GHz,Socket 2011-3,22 nm,22 ,75,"Sep 8th, 2014"
Xeon E5-2620 v2,Ivy Bridge-EP,6,12,2.1 GHz,2.1,2100,2.1,2100,GHz,Socket 2011,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2620,Sandy Bridge-EP,6,12,2 to 2.5 GHz,2,2000,2.5,2500,GHz,Socket 2011,32 nm,32 ,95,"Mar 6th, 2012"
Xeon E5-2609 v2,Ivy Bridge-EP,4,4,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 2011,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2609,Sandy Bridge-EP,4,4,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 2011,32 nm,32 ,80,"Mar 6th, 2012"
Xeon E5-2603 v2,Ivy Bridge-EP,4,4,1800 MHz,1800,1800,1800,1800,MHz,Socket 2011,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2603,Sandy Bridge-EP,4,4,1800 MHz,1800,1800,1800,1800,MHz,Socket 2011,32 nm,32 ,80,"Mar 6th, 2012"
Xeon E5-2470 v2,Ivy Bridge-EN,10,20,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 1356,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2470,Sandy Bridge-EN,8,16,2.3 to 3.1 GHz,2.3,2300,3.1,3100,GHz,Socket 1356,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2450L,Sandy Bridge-EN,8,16,1.8 to 2.3 GHz,1.8,1800,2.3,2300,GHz,Socket 1356,32 nm,32 ,70,"May 14th, 2012"
Xeon E5-2450 v2,Ivy Bridge-EN,8,16,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 1356,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2450,Sandy Bridge-EN,8,16,2.1 to 2.9 GHz,2.1,2100,2.9,2900,GHz,Socket 1356,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2448L,Sandy Bridge-EN,8,16,1.8 to 2.1 GHz,1.8,1800,2.1,2100,GHz,Socket 1356,32 nm,32 ,70,"May 14th, 2012"
Xeon E5-2440 v2,Ivy Bridge-EN,8,16,1900 MHz,1900,1900,1900,1900,MHz,Socket 1356,22 nm,22 ,95,"Sep 1st, 2013"
Xeon E5-2440,Sandy Bridge-EN,6,12,2.4 to 2.9 GHz,2.4,2400,2.9,2900,GHz,Socket 1356,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2430L,Sandy Bridge-EN,6,12,2 to 2.5 GHz,2,2000,2.5,2500,GHz,Socket 1356,32 nm,32 ,60,"May 14th, 2012"
Xeon E5-2430 v2,Ivy Bridge-EN,6,12,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket 1356,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2430,Sandy Bridge-EN,6,12,2.2 to 2.7 GHz,2.2,2200,2.7,2700,GHz,Socket 1356,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2428L,Sandy Bridge-EN,6,12,1.8 to 2 GHz,1.8,1800,2,2000,GHz,Socket 1356,32 nm,32 ,60,"May 14th, 2012"
Xeon E5-2420 v2,Ivy Bridge-EN,6,12,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 1356,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2420,Sandy Bridge-EN,6,12,1.9 to 2.4 GHz,1.9,1900,2.4,2400,GHz,Socket 1356,32 nm,32 ,95,"May 14th, 2012"
Xeon E5-2418L,Sandy Bridge-EN,4,8,2 to 2.1 GHz,2,2000,2.1,2100,GHz,Socket 1356,32 nm,32 ,50,"May 14th, 2012"
Xeon E5-2407 v2,Ivy Bridge-EN,4,4,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 1356,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2407,Sandy Bridge-EN,4,8,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 1356,32 nm,32 ,80,"May 14th, 2012"
Xeon E5-2403 v2,Ivy Bridge-EN,4,4,1800 MHz,1800,1800,1800,1800,MHz,Socket 1356,22 nm,22 ,80,"Sep 1st, 2013"
Xeon E5-2403,Sandy Bridge-EN,4,8,1800 MHz,1800,1800,1800,1800,MHz,Socket 1356,32 nm,32 ,80,"May 14th, 2012"
Xeon E5-1691 V3,Haswell-EP,14,28,2.5 to 3.4 GHz,2.5,2500,3.4,3400,GHz,Socket 2011-3,22 nm,22 ,135,"Sep 8th, 2014"
Xeon E5-1686 V3,Haswell-EP,12,24,2.6 to 3.3 GHz,2.6,2600,3.3,3300,GHz,Socket 2011-3,22 nm,22 ,135,"Sep 8th, 2014"
Xeon E5-1681 V3,Haswell-EP,10,20,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket 2011-3,22 nm,22 ,135,"Sep 8th, 2014"
Xeon E5-1680 v2,Ivy Bridge-EP,8,16,3 to 3.9 GHz,3,3000,3.9,3900,GHz,Socket 2011,22 nm,22 ,130,"Sep 10th, 2013"
Xeon E5-1660 v2,Ivy Bridge-E,6,12,3.7 to 4 GHz,3.7,3700,4,4000,GHz,Socket 2011,22 nm,22 ,130,"Sep 10th, 2013"
Xeon E5-1660,Sandy Bridge-E,6,12,3.3 to 3.9 GHz,3.3,3300,3.9,3900,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-1650 v2,Ivy Bridge-E,6,12,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 2011,22 nm,22 ,130,"Sep 10th, 2013"
Xeon E5-1650,Sandy Bridge-E,6,12,3.2 to 3.8 GHz,3.2,3200,3.8,3800,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-1620 v2,Ivy Bridge-E,4,8,3.7 to 3.9 GHz,3.7,3700,3.9,3900,GHz,Socket 2011,22 nm,22 ,130,"Sep 10th, 2013"
Xeon E5-1620,Sandy Bridge-E,4,8,3.6 to 3.8 GHz,3.6,3600,3.8,3800,GHz,Socket 2011,32 nm,32 ,130,"Mar 6th, 2012"
Xeon E5-1607 v2,Ivy Bridge-E,4,4,3 GHz,3,3000,3,3000,GHz,Socket 2011,22 nm,22 ,130,"Sep 10th, 2013"
Xeon E5-1428L,Sandy Bridge-EN,6,12,1800 MHz,1800,1800,1800,1800,MHz,Socket 1356,32 nm,32 ,60,"May 14th, 2012"
Xeon E5-1410,Sandy Bridge-EN,4,8,2.8 to 3.2 GHz,2.8,2800,3.2,3200,GHz,Socket 1356,32 nm,32 ,80,"May 14th, 2012"
Xeon E3-1290 v2,Ivy Bridge,4,8,3.7 to 4.1 GHz,3.7,3700,4.1,4100,GHz,Socket 1155,22 nm,22 ,87,"May 14th, 2012"
Xeon E3-1290,Sandy Bridge,4,8,3.6 to 4 GHz,3.6,3600,4,4000,GHz,Socket 1155,32 nm,32 ,95,"May 29th, 2011"
Xeon E3-1285L v3,Haswell-WS,4,8,3.1 to 3.9 GHz,3.1,3100,3.9,3900,GHz,Socket 1150,22 nm,22 ,65,"Jun 2nd, 2013"
Xeon E3-1285 v6,Kaby Lake-DT,4,8,4.1 to 4.5 GHz,4.1,4100,4.5,4500,GHz,Socket 1151,14 nm,14 ,79,"Aug 1st, 2017"
Xeon E3-1285 v3,Haswell-WS,4,8,3.6 to 4 GHz,3.6,3600,4,4000,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Xeon E3-1280 v3,Haswell-WS,4,8,3.6 to 4 GHz,3.6,3600,4,4000,GHz,Socket 1150,22 nm,22 ,82,"Jun 2nd, 2013"
Xeon E3-1280 v2,Ivy Bridge,4,8,3.6 to 4 GHz,3.6,3600,4,4000,GHz,Socket 1155,22 nm,22 ,69,"May 14th, 2012"
Xeon E3-1280,Sandy Bridge,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1155,32 nm,32 ,95,"Apr 3rd, 2011"
Xeon E3-1275 v3,Haswell-WS,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Xeon E3-1275 v2,Ivy Bridge,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1155,22 nm,22 ,77,"May 14th, 2012"
Xeon E3-1275,Sandy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,32 nm,32 ,95,"Apr 3rd, 2011"
Xeon E3-1270 v3,Haswell-WS,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1150,22 nm,22 ,80,"Jun 2nd, 2013"
Xeon E3-1270 v2,Ivy Bridge,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1155,22 nm,22 ,69,"May 14th, 2012"
Xeon E3-1270,Sandy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,32 nm,32 ,80,"Apr 3rd, 2011"
Xeon E3-1265L v3,Haswell-WS,4,8,2.5 to 3.7 GHz,2.5,2500,3.7,3700,GHz,Socket 1150,22 nm,22 ,45,"Jun 2nd, 2013"
Xeon E3-1265L v2,Ivy Bridge,4,8,2.5 to 3.5 GHz,2.5,2500,3.5,3500,GHz,Socket 1155,22 nm,22 ,45,"May 14th, 2012"
Xeon E3-1260L,Sandy Bridge,4,8,2.4 to 3.3 GHz,2.4,2400,3.3,3300,GHz,Socket 1155,32 nm,32 ,45,"Apr 3rd, 2011"
Xeon E3-1245 v3,Haswell-WS,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Xeon E3-1245 v2,Ivy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,22 nm,22 ,77,"May 14th, 2012"
Xeon E3-1245,Sandy Bridge,4,8,3.3 to 3.7 GHz,3.3,3300,3.7,3700,GHz,Socket 1155,32 nm,32 ,95,"Apr 3rd, 2011"
Xeon E3-1240 v3,Haswell-WS,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1150,22 nm,22 ,80,"Jun 2nd, 2013"
Xeon E3-1240 v2,Ivy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,22 nm,22 ,69,"May 14th, 2012"
Xeon E3-1240,Sandy Bridge,4,8,3.3 to 3.7 GHz,3.3,3300,3.7,3700,GHz,Socket 1155,32 nm,32 ,80,"Apr 3rd, 2011"
Xeon E3-1235,Sandy Bridge,4,8,3.2 to 3.6 GHz,3.2,3200,3.6,3600,GHz,Socket 1155,32 nm,32 ,95,"Apr 3rd, 2011"
